date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
1928-02-21,17.11,17.11,17.11,17.11,17.11,0,0,0.0,0.0,17.11,"February 21, 28",0.0
1928-02-23,17.13,17.13,17.13,17.13,17.13,0,0,0.0,0.0,17.13,"February 23, 28",0.0
1928-02-24,17.18,17.18,17.18,17.18,17.18,0,0,0.0,0.0,17.18,"February 24, 28",0.0
1928-02-27,17.11,17.11,17.11,17.11,17.11,0,0,0.0,0.0,17.11,"February 27, 28",0.0
1928-02-28,17.16,17.16,17.16,17.16,17.16,0,0,0.0,0.0,17.16,"February 28, 28",0.0
1928-02-29,17.26,17.26,17.26,17.26,17.26,0,0,0.0,0.0,17.26,"February 29, 28",0.0
1928-03-01,17.3,17.3,17.3,17.3,17.3,0,0,0.0,0.0,17.3,"March 01, 28",0.0
1928-03-02,17.3,17.3,17.3,17.3,17.3,0,0,0.0,0.0,17.3,"March 02, 28",0.0
1928-03-05,17.57,17.57,17.57,17.57,17.57,0,0,0.0,0.0,17.57,"March 05, 28",0.0
1928-03-06,17.67,17.67,17.67,17.67,17.67,0,0,0.0,0.0,17.67,"March 06, 28",0.0
1928-03-07,17.58,17.58,17.58,17.58,17.58,0,0,0.0,0.0,17.58,"March 07, 28",0.0
1928-03-08,17.64,17.64,17.64,17.64,17.64,0,0,0.0,0.0,17.64,"March 08, 28",0.0
1928-03-09,17.93,17.93,17.93,17.93,17.93,0,0,0.0,0.0,17.93,"March 09, 28",0.0
1928-03-12,18.0,18.0,18.0,18.0,18.0,0,0,0.0,0.0,18.0,"March 12, 28",0.0
1928-03-13,17.92,17.92,17.92,17.92,17.92,0,0,0.0,0.0,17.92,"March 13, 28",0.0
1928-03-14,17.93,17.93,17.93,17.93,17.93,0,0,0.0,0.0,17.93,"March 14, 28",0.0
1928-03-15,18.07,18.07,18.07,18.07,18.07,0,0,0.0,0.0,18.07,"March 15, 28",0.0
1928-03-16,18.26,18.26,18.26,18.26,18.26,0,0,0.0,0.0,18.26,"March 16, 28",0.0
1928-03-19,18.36,18.36,18.36,18.36,18.36,0,0,0.0,0.0,18.36,"March 19, 28",0.0
1928-03-20,18.46,18.46,18.46,18.46,18.46,0,0,0.0,0.0,18.46,"March 20, 28",0.0
1928-03-21,18.65,18.65,18.65,18.65,18.65,0,0,0.0,0.0,18.65,"March 21, 28",0.0
1928-03-22,18.6,18.6,18.6,18.6,18.6,0,0,0.0,0.0,18.6,"March 22, 28",0.0
1928-03-23,18.78,18.78,18.78,18.78,18.78,0,0,0.0,0.0,18.78,"March 23, 28",0.0
1928-03-26,19.05,19.05,19.05,19.05,19.05,0,0,0.0,0.0,19.05,"March 26, 28",0.0
1928-03-27,18.94,18.94,18.94,18.94,18.94,0,0,0.0,0.0,18.94,"March 27, 28",0.0
1928-03-28,18.89,18.89,18.89,18.89,18.89,0,0,0.0,0.0,18.89,"March 28, 28",0.0
1928-03-29,18.95,18.95,18.95,18.95,18.95,0,0,0.0,0.0,18.95,"March 29, 28",0.0
1928-03-30,19.28,19.28,19.28,19.28,19.28,0,0,0.0,0.0,19.28,"March 30, 28",0.0
1928-04-02,18.91,18.91,18.91,18.91,18.91,0,0,0.0,0.0,18.91,"April 02, 28",0.0
1928-04-03,19.02,19.02,19.02,19.02,19.02,0,0,0.0,0.0,19.02,"April 03, 28",0.0
1928-04-04,18.99,18.99,18.99,18.99,18.99,0,0,0.0,0.0,18.99,"April 04, 28",0.0
1928-04-05,19.23,19.23,19.23,19.23,19.23,0,0,0.0,0.0,19.23,"April 05, 28",0.0
1928-04-09,19.27,19.27,19.27,19.27,19.27,0,0,0.0,0.0,19.27,"April 09, 28",0.0
1928-04-10,19.1,19.1,19.1,19.1,19.1,0,0,0.0,0.0,19.1,"April 10, 28",0.0
1928-04-11,19.44,19.44,19.44,19.44,19.44,0,0,0.0,0.0,19.44,"April 11, 28",0.0
1928-04-12,19.41,19.41,19.41,19.41,19.41,0,0,0.0,0.0,19.41,"April 12, 28",0.0
1928-04-13,19.73,19.73,19.73,19.73,19.73,0,0,0.0,0.0,19.73,"April 13, 28",0.0
1928-04-16,19.68,19.68,19.68,19.68,19.68,0,0,0.0,0.0,19.68,"April 16, 28",0.0
1928-04-17,19.52,19.52,19.52,19.52,19.52,0,0,0.0,0.0,19.52,"April 17, 28",0.0
1928-04-18,19.52,19.52,19.52,19.52,19.52,0,0,0.0,0.0,19.52,"April 18, 28",0.0
1928-04-19,19.63,19.63,19.63,19.63,19.63,0,0,0.0,0.0,19.63,"April 19, 28",0.0
1928-04-20,19.34,19.34,19.34,19.34,19.34,0,0,0.0,0.0,19.34,"April 20, 28",0.0
1928-04-23,19.15,19.15,19.15,19.15,19.15,0,0,0.0,0.0,19.15,"April 23, 28",0.0
1928-04-24,19.25,19.25,19.25,19.25,19.25,0,0,0.0,0.0,19.25,"April 24, 28",0.0
1928-04-25,19.33,19.33,19.33,19.33,19.33,0,0,0.0,0.0,19.33,"April 25, 28",0.0
1928-04-26,19.47,19.47,19.47,19.47,19.47,0,0,0.0,0.0,19.47,"April 26, 28",0.0
1928-04-27,19.68,19.68,19.68,19.68,19.68,0,0,0.0,0.0,19.68,"April 27, 28",0.0
1928-04-30,19.75,19.75,19.75,19.75,19.75,0,0,0.0,0.0,19.75,"April 30, 28",0.0
1928-05-01,19.78,19.78,19.78,19.78,19.78,0,0,0.0,0.0,19.78,"May 01, 28",0.0
1928-05-02,19.83,19.83,19.83,19.83,19.83,0,0,0.0,0.0,19.83,"May 02, 28",0.0
1928-05-03,19.93,19.93,19.93,19.93,19.93,0,0,0.0,0.0,19.93,"May 03, 28",0.0
1928-05-04,20.24,20.24,20.24,20.24,20.24,0,0,0.0,0.0,20.24,"May 04, 28",0.0
1928-05-07,20.41,20.41,20.41,20.41,20.41,0,0,0.0,0.0,20.41,"May 07, 28",0.0
1928-05-08,20.27,20.27,20.27,20.27,20.27,0,0,0.0,0.0,20.27,"May 08, 28",0.0
1928-05-09,20.24,20.24,20.24,20.24,20.24,0,0,0.0,0.0,20.24,"May 09, 28",0.0
1928-05-10,20.21,20.21,20.21,20.21,20.21,0,0,0.0,0.0,20.21,"May 10, 28",0.0
1928-05-11,20.36,20.36,20.36,20.36,20.36,0,0,0.0,0.0,20.36,"May 11, 28",0.0
1928-05-14,20.44,20.44,20.44,20.44,20.44,0,0,0.0,0.0,20.44,"May 14, 28",0.0
1928-05-15,20.39,20.39,20.39,20.39,20.39,0,0,0.0,0.0,20.39,"May 15, 28",0.0
1928-05-16,20.05,20.05,20.05,20.05,20.05,0,0,0.0,0.0,20.05,"May 16, 28",0.0
1928-05-17,20.12,20.12,20.12,20.12,20.12,0,0,0.0,0.0,20.12,"May 17, 28",0.0
1928-05-18,19.92,19.92,19.92,19.92,19.92,0,0,0.0,0.0,19.92,"May 18, 28",0.0
1928-05-21,19.63,19.63,19.63,19.63,19.63,0,0,0.0,0.0,19.63,"May 21, 28",0.0
1928-05-22,19.36,19.36,19.36,19.36,19.36,0,0,0.0,0.0,19.36,"May 22, 28",0.0
1928-05-23,19.75,19.75,19.75,19.75,19.75,0,0,0.0,0.0,19.75,"May 23, 28",0.0
1928-05-24,19.87,19.87,19.87,19.87,19.87,0,0,0.0,0.0,19.87,"May 24, 28",0.0
1928-05-25,19.9,19.9,19.9,19.9,19.9,0,0,0.0,0.0,19.9,"May 25, 28",0.0
1928-05-28,19.57,19.57,19.57,19.57,19.57,0,0,0.0,0.0,19.57,"May 28, 28",0.0
1928-05-29,19.82,19.82,19.82,19.82,19.82,0,0,0.0,0.0,19.82,"May 29, 28",0.0
1928-05-31,20.0,20.0,20.0,20.0,20.0,0,0,0.0,0.0,20.0,"May 31, 28",0.0
1928-06-01,20.07,20.07,20.07,20.07,20.07,0,0,0.0,0.0,20.07,"June 01, 28",0.0
1928-06-04,19.8,19.8,19.8,19.8,19.8,0,0,0.0,0.0,19.8,"June 04, 28",0.0
1928-06-05,19.85,19.85,19.85,19.85,19.85,0,0,0.0,0.0,19.85,"June 05, 28",0.0
1928-06-06,19.66,19.66,19.66,19.66,19.66,0,0,0.0,0.0,19.66,"June 06, 28",0.0
1928-06-07,19.61,19.61,19.61,19.61,19.61,0,0,0.0,0.0,19.61,"June 07, 28",0.0
1928-06-08,19.37,19.37,19.37,19.37,19.37,0,0,0.0,0.0,19.37,"June 08, 28",0.0
1928-06-11,18.68,18.68,18.68,18.68,18.68,0,0,0.0,0.0,18.68,"June 11, 28",0.0
1928-06-12,18.34,18.34,18.34,18.34,18.34,0,0,0.0,0.0,18.34,"June 12, 28",0.0
1928-06-13,18.89,18.89,18.89,18.89,18.89,0,0,0.0,0.0,18.89,"June 13, 28",0.0
1928-06-14,19.05,19.05,19.05,19.05,19.05,0,0,0.0,0.0,19.05,"June 14, 28",0.0
1928-06-15,18.74,18.74,18.74,18.74,18.74,0,0,0.0,0.0,18.74,"June 15, 28",0.0
1928-06-18,18.4,18.4,18.4,18.4,18.4,0,0,0.0,0.0,18.4,"June 18, 28",0.0
1928-06-19,18.34,18.34,18.34,18.34,18.34,0,0,0.0,0.0,18.34,"June 19, 28",0.0
1928-06-20,18.57,18.57,18.57,18.57,18.57,0,0,0.0,0.0,18.57,"June 20, 28",0.0
1928-06-21,18.56,18.56,18.56,18.56,18.56,0,0,0.0,0.0,18.56,"June 21, 28",0.0
1928-06-22,18.54,18.54,18.54,18.54,18.54,0,0,0.0,0.0,18.54,"June 22, 28",0.0
1928-06-25,18.47,18.47,18.47,18.47,18.47,0,0,0.0,0.0,18.47,"June 25, 28",0.0
1928-06-26,18.68,18.68,18.68,18.68,18.68,0,0,0.0,0.0,18.68,"June 26, 28",0.0
1928-06-27,18.86,18.86,18.86,18.86,18.86,0,0,0.0,0.0,18.86,"June 27, 28",0.0
1928-06-28,19.07,19.07,19.07,19.07,19.07,0,0,0.0,0.0,19.07,"June 28, 28",0.0
1928-06-29,19.14,19.14,19.14,19.14,19.14,0,0,0.0,0.0,19.14,"June 29, 28",0.0
1928-07-02,18.98,18.98,18.98,18.98,18.98,0,0,0.0,0.0,18.98,"July 02, 28",0.0
1928-07-03,19.29,19.29,19.29,19.29,19.29,0,0,0.0,0.0,19.29,"July 03, 28",0.0
1928-07-05,19.48,19.48,19.48,19.48,19.48,0,0,0.0,0.0,19.48,"July 05, 28",0.0
1928-07-06,19.39,19.39,19.39,19.39,19.39,0,0,0.0,0.0,19.39,"July 06, 28",0.0
1928-07-09,19.46,19.46,19.46,19.46,19.46,0,0,0.0,0.0,19.46,"July 09, 28",0.0
1928-07-10,19.43,19.43,19.43,19.43,19.43,0,0,0.0,0.0,19.43,"July 10, 28",0.0
1928-07-11,18.95,18.95,18.95,18.95,18.95,0,0,0.0,0.0,18.95,"July 11, 28",0.0
1928-07-12,18.81,18.81,18.81,18.81,18.81,0,0,0.0,0.0,18.81,"July 12, 28",0.0
1928-07-13,18.96,18.96,18.96,18.96,18.96,0,0,0.0,0.0,18.96,"July 13, 28",0.0
1928-07-16,18.7,18.7,18.7,18.7,18.7,0,0,0.0,0.0,18.7,"July 16, 28",0.0
1928-07-17,18.8,18.8,18.8,18.8,18.8,0,0,0.0,0.0,18.8,"July 17, 28",0.0
1928-07-18,19.03,19.03,19.03,19.03,19.03,0,0,0.0,0.0,19.03,"July 18, 28",0.0
1928-07-19,18.99,18.99,18.99,18.99,18.99,0,0,0.0,0.0,18.99,"July 19, 28",0.0
1928-07-20,19.03,19.03,19.03,19.03,19.03,0,0,0.0,0.0,19.03,"July 20, 28",0.0
1928-07-23,19.12,19.12,19.12,19.12,19.12,0,0,0.0,0.0,19.12,"July 23, 28",0.0
1928-07-24,19.09,19.09,19.09,19.09,19.09,0,0,0.0,0.0,19.09,"July 24, 28",0.0
1928-07-25,19.2,19.2,19.2,19.2,19.2,0,0,0.0,0.0,19.2,"July 25, 28",0.0
1928-07-26,19.24,19.24,19.24,19.24,19.24,0,0,0.0,0.0,19.24,"July 26, 28",0.0
1928-07-27,19.42,19.42,19.42,19.42,19.42,0,0,0.0,0.0,19.42,"July 27, 28",0.0
1928-07-30,19.47,19.47,19.47,19.47,19.47,0,0,0.0,0.0,19.47,"July 30, 28",0.0
1928-07-31,19.43,19.43,19.43,19.43,19.43,0,0,0.0,0.0,19.43,"July 31, 28",0.0
1928-08-01,19.42,19.42,19.42,19.42,19.42,0,0,0.0,0.0,19.42,"August 01, 28",0.0
1928-08-02,19.33,19.33,19.33,19.33,19.33,0,0,0.0,0.0,19.33,"August 02, 28",0.0
1928-08-03,19.36,19.36,19.36,19.36,19.36,0,0,0.0,0.0,19.36,"August 03, 28",0.0
1928-08-06,19.58,19.58,19.58,19.58,19.58,0,0,0.0,0.0,19.58,"August 06, 28",0.0
1928-08-07,19.49,19.49,19.49,19.49,19.49,0,0,0.0,0.0,19.49,"August 07, 28",0.0
1928-08-08,19.25,19.25,19.25,19.25,19.25,0,0,0.0,0.0,19.25,"August 08, 28",0.0
1928-08-09,19.3,19.3,19.3,19.3,19.3,0,0,0.0,0.0,19.3,"August 09, 28",0.0
1928-08-10,19.25,19.25,19.25,19.25,19.25,0,0,0.0,0.0,19.25,"August 10, 28",0.0
1928-08-13,19.29,19.29,19.29,19.29,19.29,0,0,0.0,0.0,19.29,"August 13, 28",0.0
1928-08-14,19.13,19.13,19.13,19.13,19.13,0,0,0.0,0.0,19.13,"August 14, 28",0.0
1928-08-15,19.47,19.47,19.47,19.47,19.47,0,0,0.0,0.0,19.47,"August 15, 28",0.0
1928-08-16,19.61,19.61,19.61,19.61,19.61,0,0,0.0,0.0,19.61,"August 16, 28",0.0
1928-08-17,19.64,19.64,19.64,19.64,19.64,0,0,0.0,0.0,19.64,"August 17, 28",0.0
1928-08-20,19.77,19.77,19.77,19.77,19.77,0,0,0.0,0.0,19.77,"August 20, 28",0.0
1928-08-21,20.02,20.02,20.02,20.02,20.02,0,0,0.0,0.0,20.02,"August 21, 28",0.0
1928-08-22,20.0,20.0,20.0,20.0,20.0,0,0,0.0,0.0,20.0,"August 22, 28",0.0
1928-08-23,20.02,20.02,20.02,20.02,20.02,0,0,0.0,0.0,20.02,"August 23, 28",0.0
1928-08-24,20.34,20.34,20.34,20.34,20.34,0,0,0.0,0.0,20.34,"August 24, 28",0.0
1928-08-27,20.38,20.38,20.38,20.38,20.38,0,0,0.0,0.0,20.38,"August 27, 28",0.0
1928-08-28,20.54,20.54,20.54,20.54,20.54,0,0,0.0,0.0,20.54,"August 28, 28",0.0
1928-08-29,20.58,20.58,20.58,20.58,20.58,0,0,0.0,0.0,20.58,"August 29, 28",0.0
1928-08-30,20.61,20.61,20.61,20.61,20.61,0,0,0.0,0.0,20.61,"August 30, 28",0.0
1928-08-31,20.87,20.87,20.87,20.87,20.87,0,0,0.0,0.0,20.87,"August 31, 28",0.0
1928-09-04,20.97,20.97,20.97,20.97,20.97,0,0,0.0,0.0,20.97,"September 04, 28",0.0
1928-09-05,21.07,21.07,21.07,21.07,21.07,0,0,0.0,0.0,21.07,"September 05, 28",0.0
1928-09-06,20.94,20.94,20.94,20.94,20.94,0,0,0.0,0.0,20.94,"September 06, 28",0.0
1928-09-07,21.09,21.09,21.09,21.09,21.09,0,0,0.0,0.0,21.09,"September 07, 28",0.0
1928-09-10,20.92,20.92,20.92,20.92,20.92,0,0,0.0,0.0,20.92,"September 10, 28",0.0
1928-09-11,21.08,21.08,21.08,21.08,21.08,0,0,0.0,0.0,21.08,"September 11, 28",0.0
1928-09-12,21.16,21.16,21.16,21.16,21.16,0,0,0.0,0.0,21.16,"September 12, 28",0.0
1928-09-13,21.14,21.14,21.14,21.14,21.14,0,0,0.0,0.0,21.14,"September 13, 28",0.0
1928-09-14,21.14,21.14,21.14,21.14,21.14,0,0,0.0,0.0,21.14,"September 14, 28",0.0
1928-09-17,21.33,21.33,21.33,21.33,21.33,0,0,0.0,0.0,21.33,"September 17, 28",0.0
1928-09-18,21.18,21.18,21.18,21.18,21.18,0,0,0.0,0.0,21.18,"September 18, 28",0.0
1928-09-19,21.18,21.18,21.18,21.18,21.18,0,0,0.0,0.0,21.18,"September 19, 28",0.0
1928-09-20,21.22,21.22,21.22,21.22,21.22,0,0,0.0,0.0,21.22,"September 20, 28",0.0
1928-09-21,21.36,21.36,21.36,21.36,21.36,0,0,0.0,0.0,21.36,"September 21, 28",0.0
1928-09-24,21.43,21.43,21.43,21.43,21.43,0,0,0.0,0.0,21.43,"September 24, 28",0.0
1928-09-25,21.41,21.41,21.41,21.41,21.41,0,0,0.0,0.0,21.41,"September 25, 28",0.0
1928-09-26,21.4,21.4,21.4,21.4,21.4,0,0,0.0,0.0,21.4,"September 26, 28",0.0
1928-09-27,21.13,21.13,21.13,21.13,21.13,0,0,0.0,0.0,21.13,"September 27, 28",0.0
1928-09-28,21.14,21.14,21.14,21.14,21.14,0,0,0.0,0.0,21.14,"September 28, 28",0.0
1928-10-01,21.36,21.36,21.36,21.36,21.36,0,0,0.0,0.0,21.36,"October 01, 28",0.0
1928-10-02,21.26,21.26,21.26,21.26,21.26,0,0,0.0,0.0,21.26,"October 02, 28",0.0
1928-10-03,21.19,21.19,21.19,21.19,21.19,0,0,0.0,0.0,21.19,"October 03, 28",0.0
1928-10-04,21.26,21.26,21.26,21.26,21.26,0,0,0.0,0.0,21.26,"October 04, 28",0.0
1928-10-05,21.22,21.22,21.22,21.22,21.22,0,0,0.0,0.0,21.22,"October 05, 28",0.0
1928-10-08,21.11,21.11,21.11,21.11,21.11,0,0,0.0,0.0,21.11,"October 08, 28",0.0
1928-10-09,21.18,21.18,21.18,21.18,21.18,0,0,0.0,0.0,21.18,"October 09, 28",0.0
1928-10-10,21.41,21.41,21.41,21.41,21.41,0,0,0.0,0.0,21.41,"October 10, 28",0.0
1928-10-11,21.51,21.51,21.51,21.51,21.51,0,0,0.0,0.0,21.51,"October 11, 28",0.0
1928-10-15,21.65,21.65,21.65,21.65,21.65,0,0,0.0,0.0,21.65,"October 15, 28",0.0
1928-10-16,21.72,21.72,21.72,21.72,21.72,0,0,0.0,0.0,21.72,"October 16, 28",0.0
1928-10-17,21.79,21.79,21.79,21.79,21.79,0,0,0.0,0.0,21.79,"October 17, 28",0.0
1928-10-18,21.84,21.84,21.84,21.84,21.84,0,0,0.0,0.0,21.84,"October 18, 28",0.0
1928-10-19,21.96,21.96,21.96,21.96,21.96,0,0,0.0,0.0,21.96,"October 19, 28",0.0
1928-10-22,21.81,21.81,21.81,21.81,21.81,0,0,0.0,0.0,21.81,"October 22, 28",0.0
1928-10-23,21.95,21.95,21.95,21.95,21.95,0,0,0.0,0.0,21.95,"October 23, 28",0.0
1928-10-24,21.99,21.99,21.99,21.99,21.99,0,0,0.0,0.0,21.99,"October 24, 28",0.0
1928-10-25,21.91,21.91,21.91,21.91,21.91,0,0,0.0,0.0,21.91,"October 25, 28",0.0
1928-10-26,21.65,21.65,21.65,21.65,21.65,0,0,0.0,0.0,21.65,"October 26, 28",0.0
1928-10-29,22.0,22.0,22.0,22.0,22.0,0,0,0.0,0.0,22.0,"October 29, 28",0.0
1928-10-30,21.76,21.76,21.76,21.76,21.76,0,0,0.0,0.0,21.76,"October 30, 28",0.0
1928-10-31,21.68,21.68,21.68,21.68,21.68,0,0,0.0,0.0,21.68,"October 31, 28",0.0
1928-11-01,21.99,21.99,21.99,21.99,21.99,0,0,0.0,0.0,21.99,"November 01, 28",0.0
1928-11-02,21.95,21.95,21.95,21.95,21.95,0,0,0.0,0.0,21.95,"November 02, 28",0.0
1928-11-05,22.24,22.24,22.24,22.24,22.24,0,0,0.0,0.0,22.24,"November 05, 28",0.0
1928-11-07,22.24,22.24,22.24,22.24,22.24,0,0,0.0,0.0,22.24,"November 07, 28",0.0
1928-11-08,22.39,22.39,22.39,22.39,22.39,0,0,0.0,0.0,22.39,"November 08, 28",0.0
1928-11-09,22.55,22.55,22.55,22.55,22.55,0,0,0.0,0.0,22.55,"November 09, 28",0.0
1928-11-12,22.84,22.84,22.84,22.84,22.84,0,0,0.0,0.0,22.84,"November 12, 28",0.0
1928-11-13,22.91,22.91,22.91,22.91,22.91,0,0,0.0,0.0,22.91,"November 13, 28",0.0
1928-11-14,22.91,22.91,22.91,22.91,22.91,0,0,0.0,0.0,22.91,"November 14, 28",0.0
1928-11-15,23.03,23.03,23.03,23.03,23.03,0,0,0.0,0.0,23.03,"November 15, 28",0.0
1928-11-16,23.37,23.37,23.37,23.37,23.37,0,0,0.0,0.0,23.37,"November 16, 28",0.0
1928-11-19,23.37,23.37,23.37,23.37,23.37,0,0,0.0,0.0,23.37,"November 19, 28",0.0
1928-11-20,23.57,23.57,23.57,23.57,23.57,0,0,0.0,0.0,23.57,"November 20, 28",0.0
1928-11-21,23.22,23.22,23.22,23.22,23.22,0,0,0.0,0.0,23.22,"November 21, 28",0.0
1928-11-22,23.52,23.52,23.52,23.52,23.52,0,0,0.0,0.0,23.52,"November 22, 28",0.0
1928-11-23,23.7,23.7,23.7,23.7,23.7,0,0,0.0,0.0,23.7,"November 23, 28",0.0
1928-11-26,23.8,23.8,23.8,23.8,23.8,0,0,0.0,0.0,23.8,"November 26, 28",0.0
1928-11-27,23.91,23.91,23.91,23.91,23.91,0,0,0.0,0.0,23.91,"November 27, 28",0.0
1928-11-28,24.19,24.19,24.19,24.19,24.19,0,0,0.0,0.0,24.19,"November 28, 28",0.0
1928-11-30,24.28,24.28,24.28,24.28,24.28,0,0,0.0,0.0,24.28,"November 30, 28",0.0
1928-12-03,23.85,23.85,23.85,23.85,23.85,0,0,0.0,0.0,23.85,"December 03, 28",0.0
1928-12-04,23.91,23.91,23.91,23.91,23.91,0,0,0.0,0.0,23.91,"December 04, 28",0.0
1928-12-05,23.81,23.81,23.81,23.81,23.81,0,0,0.0,0.0,23.81,"December 05, 28",0.0
1928-12-06,22.91,22.91,22.91,22.91,22.91,0,0,0.0,0.0,22.91,"December 06, 28",0.0
1928-12-07,22.36,22.36,22.36,22.36,22.36,0,0,0.0,0.0,22.36,"December 07, 28",0.0
1928-12-10,22.31,22.31,22.31,22.31,22.31,0,0,0.0,0.0,22.31,"December 10, 28",0.0
1928-12-11,22.74,22.74,22.74,22.74,22.74,0,0,0.0,0.0,22.74,"December 11, 28",0.0
1928-12-12,22.52,22.52,22.52,22.52,22.52,0,0,0.0,0.0,22.52,"December 12, 28",0.0
1928-12-13,22.48,22.48,22.48,22.48,22.48,0,0,0.0,0.0,22.48,"December 13, 28",0.0
1928-12-14,22.53,22.53,22.53,22.53,22.53,0,0,0.0,0.0,22.53,"December 14, 28",0.0
1928-12-17,22.44,22.44,22.44,22.44,22.44,0,0,0.0,0.0,22.44,"December 17, 28",0.0
1928-12-18,22.7,22.7,22.7,22.7,22.7,0,0,0.0,0.0,22.7,"December 18, 28",0.0
1928-12-19,22.98,22.98,22.98,22.98,22.98,0,0,0.0,0.0,22.98,"December 19, 28",0.0
1928-12-20,23.07,23.07,23.07,23.07,23.07,0,0,0.0,0.0,23.07,"December 20, 28",0.0
1928-12-21,23.33,23.33,23.33,23.33,23.33,0,0,0.0,0.0,23.33,"December 21, 28",0.0
1928-12-24,23.54,23.54,23.54,23.54,23.54,0,0,0.0,0.0,23.54,"December 24, 28",0.0
1928-12-26,23.44,23.44,23.44,23.44,23.44,0,0,0.0,0.0,23.44,"December 26, 28",0.0
1928-12-27,23.64,23.64,23.64,23.64,23.64,0,0,0.0,0.0,23.64,"December 27, 28",0.0
1928-12-28,23.98,23.98,23.98,23.98,23.98,0,0,0.0,0.0,23.98,"December 28, 28",0.0
1928-12-31,24.35,24.35,24.35,24.35,24.35,0,0,0.0,0.0,24.35,"December 31, 28",0.0
1929-01-02,24.81,24.81,24.81,24.81,24.81,0,0,0.0,0.0,24.81,"January 02, 29",0.0
